,message,label
801498,I once went to the psych ER for depression and made them release me to myself (not normal practice) instead of a family member so I could stop by the cafeteria and get some food. #bestdayever,1
801499,"But then of course there's the dark side to the lifestyle of a DJ with the stress and anxiety, it just makes me sad because people think DJs have the glamorous life but they don't, there's the struggles, anxiety, stress and depression and it really can push you off balance",1
801500,"@RainBlackKat @arisenSpirit Also CSA laws already exist so anti-trans bathroom bills are 100% about pushing a marginalized group the fringes of society even further.Which, y'know, causes trans people to suffer from higher rates of depression and suicidal ideation, but go off I guess.",1
801501,"@uNdlunkulu_Xoli Listen to your heart , surely it telling you to keep the baby cause if you abort the child and 2 years years later he decides to end your relationship you will regret it for the rest of your life and depression will be all over you<Emoji: Face with cold sweat><Emoji: Face with cold sweat><Emoji: Face with cold sweat>",1
801502,@ringer @aherman2006 100%. It's depression porn.,1
801503,no tears left to cry ended depression,1
801504,N my broke ass depression continues when I'm on the fence to call my parents just for lunch money. I dont want to bother them but where can i cope money except them <Emoji: Weary face> so stressed out rn,1
801505,Researchers from Koltsovo developed a drug for treatment of depression -  https://gmpnews.net/2018/04/researchers-from-koltsovo-developed-a-drug-for-treatment-of-depression/Â â¦ pic.twitter.com/v5C6hHFFKD,1
801506,Welp depression naps do work :D [SAD HOURS CLOSED],1
801507,@AtticRen You've definitely stolen my heart AtticRen <Emoji: Blue heart> Thank you so much for sending out so much love into the world and talking about depression xxx,1
801508,@CannataNFL @houtz @Suttonlacesout that podcast should come with a warning that it may cause depression. #McGlinchey,1
801509,"@melroseee If people won't even buy knives and vacuums door to door, it can only mean one thing: This recession is now a depression",1
801510,Webcast Thursday: Depression in the Workplace - The Hidden Cost to Your Organization's Bottom Line and How You Can Help Turn It Around @MarcasMiles @EmployersHealth #IFEBPLive @NEEBC  http://ow.ly/AGa930jikXZÂ  pic.twitter.com/FqQiszuABl,1
801511,"<Emoji: Raised hand (medium skin tone)> hi i am a high functioning person living with depression, anxiety, PTSD, and probably some other undiagnosed stuff.as a mexican american woman i always knew the only way i'd survive would be to be the best since being mediocre wasn't an option.  https://twitter.com/franciscolwhite/status/988770953286086656Â â¦",1
801512,"Please pray for me. I am currently working on a blog article about Depression.Depression is not a joke and a very sensitive issue. Writing about it is way out of my comfort zone.Pray for wisdom, knowledge & courage. I wouldn't be able to do it without your prayers.Thank you",1
801513,@OJGman @FireNoob Was pretty sick for over a month..sure some of it was serious..couldn't breathe etc..but maybe I was in deep depression over ol'sackless doughy kevvy going offline<Emoji: Eyes><Emoji: Face with stuck-out tongue and tightly-closed eyes>...  at least he never 'apologized for 200 yrs of BPD' like douchey de sousa did...,1
801514,@TravellingCub Low carbs/depression/bugle all work by themselves but a hearty mix of all three will provide best results.,1
801515,"Cw mental health discussion, depression /// I'm going through a terrible depressive phrase right now and all therapists I know blame my depression on me and are transphobic. I'm gonna d**",1
801516,Listen LIVE!  Now playing Depression by J.C. Hulsey!  Hosted by Tim Boudreau.  http://outlawsradio.airtime.pro/Â ,1
801517,"For #Parents: It can be hard to spot symptoms of #depression in kids, who normally experience frequent emotional shifts. But knowing what to look for to ensure children who need help get it can make all the difference.@katiefhurley shares her tips: https://health.usnews.com/wellness/for-parents/articles/2018-04-25/6-things-to-know-about-childhood-depressionÂ â¦",1
801518,Depression sucks.,1
801519,will is online my depression is cured,1
801520,Its ok not to be ok #Depression #MentalHealth #LoveLife #WorkHard #Smile #Happy #beautifulLife #LoveLife #Goals #KeepOnTrying #SummerIsComing,1
801521,aaaaaaaand we're back to square one. depression sucks.,1
801522,my name is katy. i'm diagnosed with chronic depression and panic disorder. my anxiety gets so bad that i get panic attacks all. the. time. panic attacks DO NOT equal anxiety attacks. panic attacks leave you exhausted.  https://twitter.com/writualz/status/989147614548496386Â â¦,1
801523,"#millenials are at the greatest risk of #depression through loneliness, according to new research - and difficulty finding a loving #relationship is one of the primary reasons.   https://buff.ly/2JsxD8VÂ  @CambridgeCore pic.twitter.com/sR7DwURDo4",1
801524,girl in red - summer depression // lyrics  https://youtu.be/MgiPuSt7BXwÂ  via @YouTube,1
801525,"I wish things didn't bother me so much, the smallest thing & I feel my world come crashing down. Why is depression/anxiety so cruel?",1
801526,Thoughts on the ascent of the AKP in Turkey in 'The Third Great Depression and rise of the far-right: experiences from Turkey' by Burak GÃ¼rel for the @TheErpi writing in @openDemocracy @stepscentre @nathan_oxley https://www.opendemocracy.net/burak-g-rel/third-great-depression-and-rise-of-far-right-experiences-from-turkeyÂ â¦,1
801527,Working out makes me feel hella good now. Like depression? Who is she?  pic.twitter.com/D6WoRjZkA3,1
801528,"Interesting and needed read for men with sons, men who are coaches, mentors, father figures to young men/boys, AND adult men who are struggling with loneliness, depression, despair- identifying the problem is tough but will bring you the freedom you seek  https://twitter.com/LilaGraceRose/status/988958507465564160Â â¦ pic.twitter.com/p17NyFIzxK",1
801529,"Save the date! On May 3 at 3 PM ET, join @NIMHgov for a Twitter chat on teendepression. NIMH experts will be on hand to answer your questions. Use#NIMHchats to follow the conversation:  http://bit.ly/2K3W5hJÂ  pic.twitter.com/fYDqzvco2T",1
801530,"I'd like to thank everyone who cooperated with me on our cause regarding depression and art thieves. All these issues may be out of our complete control, but together, we can help this society. Your efforts are very much appreciated! You are your own amazing Phantom Thief!  pic.twitter.com/Q5XFyLpmjM",1
801531,How to cure depression? ._.,1
801532,Here's a theory maybe I should get high and do revision in order to escape depression,1
801533,"Diagnosed with ADD, severe depression, & severe anxiety. I'm a triple threat, baby <Emoji: Smiling face with sunglasses>",1
801534,I don't know if it's just my depression or if im really just that boring and uninteresting. Hmmm.,1
801535,"People continuously fall to self related stress, angst, depression BECAUSE of the LACK of love for themselves. It's easy to hurt for anything ESPECIALLY when you haven't even cultivated a beautiful relationship with within yourself.",1
801536,What a strange existence you've created where you've suffered depression and also antagonize people who still feel it. Literally zero empathy here.  https://twitter.com/ayanatheoracle/status/988861135142248449Â â¦,1
801537,5 LITERS of water a daykeeps your depression awayweh,1
801538,"In Heb. 12:15, the Bible warns us to beware,"" """"...lest any root of bitterness springing up trouble you"","" and thereby many be defiled;"""" #Bitterness can lead to depression"", sexual sin, and others' corruption. But the #Bible gives us the cure for bitterness:  https://bit.ly/2HtEzlBÂ  pic.twitter.com/iGTdUaOJPM",1
801539,Caffeine is the philosopher's stone which transmutes depression into anxiety.,1
801540,Comic strip representations of challenges Floridians faced during the Great Depression. A way toâ¦  https://www.instagram.com/p/Bh_yHvCn1-G/Â ,1
801541,YOU GUYS! You can listen to/download my original soundtrack album for THE BATEMAN LECTURES ON DEPRESSION right now on Bandcamp. It's not even a little depressing! #indiefilm #indiefilmmaker https://scottbateman.bandcamp.com/album/the-bateman-lectures-on-depression-original-soundtrackÂ â¦ pic.twitter.com/q3eNmbbqpa,1
801542,"Just when I thought I'd hit rock bottom watching #JudgeJudy, I have now discovered #BondiRescue on @cbsrealityeu . #DaytimeTV #Depression #Distractions",1
801543,"@caredunton You're going through the five stages of Twitter. You're now in denial. The next time, it's gonna be anger. For a while, you'll bargain, try to reason with them. Then, there's depression about why people are like this and soon enough, it's acceptance phase. Welcome to the club :)",1
801544,If you're someone who uses depression as an excuse to take advantage of people and treat them like shit then please stay far away from me,1
801545,#Depression impact on functioning and well-being has been compared to that of chronic medical conditions such as diabetes.,1
801546,@blckmgicwoman The fact that they're promoting depression. They gone go in that room & run into a dead body!,1
801547,Read this about #depression  https://www.nimh.nih.gov/health/topics/depression/index.shtmlÂ â¦,1
801548,Such a perfect time for depression,1
801549,@ChrisPatrick147 @mattgrayc64 @baronmad79 @MartinPaterso13 @boyceyoh The reduction in stake would massively minimise the financial harm as I was addicted to the game itself.  At the time the money seemed secondary as I was hypnotised by the product.  The financial destruction then led to deep depression.  It's the right thing to do.,1
801550,@Nice_Igloo Real depression hours :(,1
801551,i cant focus on my studies rn idk why is this depression or am i just being the lazy bitch i am?? hmmm<Emoji: Thinking face>,1
801552,@symphonyinsepia It's the depression and stress.,1
801553,@Pmakedon813 @Satoranskyisgod @JoeyBats434 @DillonSchmidt i am depression,1
801554,"So...I'm about to start this aggressive medication for the next 6months. Side effects include depression, mood swings and skin reactions if I'm out in the sun...God help me!",1
801555,"@jonnysun the worse feeling is when you have a week of feeling better and good and you think this is it, this is the end of the depression or even feeling depressed but then it comes back and you feel like a failure and back to where you were when you felt shit. thinking this is your life",1
801556,@Pmakedon813 @Satoranskyisgod @JoeyBats434 @boston73bruins My middle name is depression,1
801557,"@Lykakakaka OMG LYKS HAHAHAHAHA but she has depression, so I feel guilty hating her <Emoji: Disappointed face><Emoji: Face with tears of joy>",1
801558,Depression is not necessarily pathological. It often foreshadows a renewal of the personality or a burst of creative activity. There are moments in human life when a new page is turned. #CarlJung,1
801559,@Ruth4ashab @TasnimaKTastic Hmm...yes that's true as well...She should just stop referring to depression each time she does a speech... everyone goes through it...<Emoji: Face with tears of joy>,1
801560,sorry for not understanding depression intthe slightest,1
801561,@Stu_cave @DerekCave Mass depression me thinks?,1
801562,I've Been Wearing My Real Hair For Like A Week . I'm Slowly Slipping Into A Depression.,1
801563,yeah here it comeshere comes the depressionrrrrrrrrrrrRRRRRRRRRRRRREV IT UP,1
801564,"Management of sleep deprivation, depression, and anxiety in the college athlete. Mismanaged and undertreated? Excellent lecture! #AMSSM18 @TheAMSSM pic.twitter.com/zVYfUO1aYo",1
801565,"hey everyone <Emoji: Sparkling heart> i just wanted to recommend for anyone struggling with anxiety & depression, and you haven't found an outlet to cope with it, i definitely recommend arts & crafts. any creative outlet is very good for anxiety & depression (amount other things) have a good day <Emoji: Heavy red heart>",1
801566,Who will love you.Who will be brave for you.The honest Answer is there times with Depression it can feel like know one is there.Just me.,1
801567,There are clear connections between depression and chronic pain. Here you have some explanation -  http://goo.gl/uzIlTlÂ ,1
801568,"Reminiscing those past months. I can't imagine kung pano ko nalabanan yung anxiety/depression ko, I can't imagine that i survived. God is always on your side no matter what <Emoji: Up pointing index (light skin tone)><Emoji: Person with folded hands (light skin tone)>",1
801569,I carry depression with me every minute of every day.,1
801570,you need to stop associating depression with nihilistic inclinations,1
801571,Depression and obsession don't mix well,1
801572,@brhownsugaaa_ Aye be careful that post grad depression is real. One of the toughest moments in my life.,1
801573,"@FuhrerJX And I got some advice for you fÃ¼hrer, if you have depression and anxiety. Remember, there's always someone who doesn't have relations with you but know what're you feelings",1
801574,"Things are different this month - your girls losing weight, skin is glowing, I'm taking heads on fortnite, I have a job interview tomorrow, depression isn't glooming over my shoulder  pic.twitter.com/8PnyKwpJqA",1
801575,"actually everyone makes it out to be a place where you go broke, go in and out of depression, and are hungry 20/5 out of the week... but ok  https://twitter.com/brixamour/status/987893623416123392Â â¦",1
801576,"Chronic depression is a mother fucker. I don't know when I am awake, drunk, asleep, crying. Knowing I have no one to talk to.",1
801577,The gut-brain connection is real-Google it! Plexus helps clean up your gut and make you healthier and happier! #plexus #oneplexus #guthealth #anxiety #depression #insomnia #healthandhappiness  https://ift.tt/2qWgspdÂ  pic.twitter.com/I6wIhsxaEw,1
801578,Thx 4 RT @jbuchana: Passive Suicidal Depression â I Wish I Didn't Wake Up -  https://goo.gl/78XxmdÂ  #bipolar #mentalhealh #mentalillness,1
801579,Running is my happy place - it helped me to overcome postpartum depression and continues to help me cope with life while also providing a workout to stay healthy. https://ift.tt/2HtOAPFÂ  pic.twitter.com/QVXStW5eus,1
801580,@Stray_Kids How to deal with metal illness or depression? #StrayKids #StrayQuiz,1
801581,"@donut87_ i wanna get in on the group hug in the end ,  i'm p sure it would entirely cure my depression",1
801582,[New Blog Post] This past week I was invited to speak to a group about tools we can use to cope with #depression. Here's one of the strategies I shared!  https://www.charlesminguez.com/tiny-habits/Â  #mentalhealth #toolkit #tinyhabits #recovery,1
801583,2018-04-25,1
801584,Occupations with frequent or difficult interactions with the public or clients among those occupations with highest rates of depression.  pic.twitter.com/ZbkzMmXnFY,1
801585,@elnazdi1997 It is often said that the cause of depression was the cause of death,1
801586,i think i'm fallin into a state of depression......,1
801587,If you ever want to look as awesome as this...You should treat yourself to one of our tote bags :]Just like @NicoleDivide did!<3We support those with depression by donating 50% of our profits to @MindCharityPlease re-tweet! http://InMusicWeTrust.co.ukÂ  pic.twitter.com/X7qxH7chID,1
801588,"Even minor #stress can impact long-term #health, study warns  http://bit.ly/2qWRaGNÂ  #mentalhealth #mentalillness #wellness #mindfulness #recovery #depression #anxiety #ptsd #awareness #endthestigma #therapy #treatment #mentalhealthmatters #psychology #psychologist #therapist",1
801589,Monday and Tuesday were beautiful and now it's raining. Albany is going to put me into a depression.,1
801590,I've got a black eye of a soulMorals in a hole Wish I was still dead But the tv said it's just a tropical depression,1
801591,"I love this.  Depression/Despair is a serious reality - chemically and/or philosophically.  If you're in it, you're not alone and your life matters.  https://twitter.com/CBSNews/status/988968465452224512Â â¦",1
801592,"I'm not bi-polar, but my depression is.",1
801593,@BRownSK1N Becoming rich during the Great Depression <Emoji: Ok hand sign><Emoji: Face with tears of joy>,1
801594,Depression and drug addiction is not a good blend,1
801595,"Today's daily cycle of over thinking and depression came a lil early, happy Wednesday :-)))))",1
801596,"Parents... don't miss this information night! Learn about your kids & how to protect them from addiction, anxiety, depression and tech/cyber harm !!  pic.twitter.com/1jL7A5jVd4",1
801597,It may be true that I have 'utang nang loob' to them but my depression 'caused by them is enough to pay it. The reason why I am so depressed 'cause I work my ass off just for them to recognized our existence and pleased them but they still not see me and recognize me.,1
801598,"45. I had mild depression in 2014 and no one even noticed, including myself. Only in 2015 when I looked back did I realise<Emoji: Purple heart>",1
801599,"Fr, I be getting hit with random depression, outta nowhere <Emoji: Upside-down face><Emoji: Disappointed face>  https://twitter.com/opheliax5_/status/988292175501971457Â â¦",1
801600,Surviving trauma doesn't mean there are no trace imprints still wreaking havoc  There are ways to cope & heal<Emoji: Heavy red heart><Emoji: Down pointing backhand index (medium dark skin tone)>#depression #anxiety #PTSD https://twitter.com/wearyourvoice/status/989127134278045696Â â¦,1
801601,Okeydoke  or Okie Dokie or Hokey Dokey or Okey Dokey or OkleDockle is American slang based on Oklahomans' experience during Great Depression indicating everything wa OK.  https://twitter.com/rreecemd/status/989121581971640321Â â¦,1
801602,My depression watching me to go the gym despite telling me not to  pic.twitter.com/bQV4tJi67Y,1
801603,that stage of emergence from the Depression Crust where u don't have the energy to cook yet but u ARE ready to consume a certain number of protein units instead of all corn chips all the time so u eat like 6 joyless hardboiled eggs per day. amirite ladies,1
801604,@moodysgartner @ziyatong Exactly... that's my point. We are trying to get China off of coal... health.  We are trying to have money in our economy so we have tax revenue to fund hospitals and doctors.... health. We want neighbours to provide for their families and avoid depression & suicide... health.,1
801605,@philipnitschke So we're fund raising to give a final cure to his depression?,1
801606,2,1
801607,"Ever since I was diagnosed with #diabetes and then the #thoracotomy surgery which is where I found out I have #sarcoidosis I have really let myself go. #depression will do that to you. SO! Until I get things under control with my health, it's all about me, #mylife and #myhealth pic.twitter.com/ROb8wgjOOH",1
801608,"I'm sure no one's said this to you, but you should do yoga to improve your depression",1
801609,depression is real,1
801610,I'm always searching for ways to encourage myself. I never heard this song it is beautiful! I dedicate this to all who struggle with depression!  https://www.youtube.com/attribution_link?a=K_wJljuT7as&u=%2Fwatch%3Fv%3D3b3TqoE7te4%26feature%3DshareÂ â¦,1
801611,I like Kirk Fanklin's songs because he regularly talks about depression and doesn't find a way to sneak in homophobia,1
801612,#WellbeingWednesday  Harvard School of Public Health found that females who drink a minimum of four cups of coffee per day could lower the risk of depression by up to 20%.,1
801613,i let my depression slow down my work ethic so i probably wont be releasing music next week like i originally wanted to  pic.twitter.com/ha7ej77mUv,1
801614,"RT by @dietpatch RT @pjforguk: Profitable #Advertising-promoted #junkfood heightens blood #sugar => #inflammation hence #obesity #depression,â¦  https://twitter.com/i/web/status/989130370577772544Â â¦",1
801615,"OVERCOMING DEPRESSION - RC BLAKES,JR.  https://youtu.be/mvqd4WKJI6IÂ  via @YouTube",1
801616,"Y'all can screengrab this and send it to your fave, idc. She's very toxic wethu sogqiba azimele nge depression.",1
801617,my depression to my anti-depressants  https://twitter.com/pokemon_ebooks/status/989129859552174082Â â¦,1
801618,"The thing about depression is that you never see a low coming. You wake up and are bubbling over with contentment. And then it just ambushes you and before you know it, you're in the sunken place.",1
801619,More than 300 million people are suffering from depression worldwide. In this video you'll get some action steps that you can start doing now help treat depression symptoms. https://www.youtube.com/watch?v=6dOHEwU6U2cÂ â¦ https://www.youtube.com/watch?v=6dOHEwU6U2cÂ â¦,1
801620,"If you don't think your anxiety, depression, sadness and stress impact your physical health, think again  pic.twitter.com/OeBRRYGZvM",1
801621,Anxiety sucks. Depression sucks.,1
801622,Why your doctor doesn't provide #IVKetamine as a #depression treatment #SuicidePrevention #Psychiatry  http://ow.ly/2XvM30jpTc4Â  pic.twitter.com/e3g43kNcOp,1
801623,Could 'one puff' of cannabis ease depression? #WeedWatch$ACB.T $APH.T $BLO.C $CHOO.C $CMED.T $CRON.V $EMC.V $EMH.V $FIRE.V $GWPH $HIKU.C $LEAF.T $MYM.C $N.C $NINE.V $OGI.V $RQB.C $SNN.C $TER.C $THCX.V $WEED.T#ACMPR #Cannabis https://www.medicalnewstoday.com/articles/321589.phpÂ â¦,1
801624,Have sympathy you demons. She was trying to cure her depression focus on getting curropt leaders arrested not some innocent girl wtf. How will it benefit you if she serves jail time???#ë°ë´ì ë°ë´ë²ë ¤ëì¸ì,1
801625,If anyone is gonna try to get ahold of me I'll be taking a bunch of depression naps today,1
801626,@WhatTheFFacts @bnperry1 I totally know this too. I just give up on life and am going to embrace it. Taking meds for depression really screwed up the way my body works so I quit the meds. The only thing that helps is having a dog.,1
801627,"@Rubberbandits Alright Blindboy? What's your hot take on some of the Alt-right lads saying depression and mental illness isn't real? That it's an attention seeking, 1st world problem. Personally think they're just being trolls, but wonder what you thought? Cheers.",1
801628,Black patents don't believe in depression fam  https://twitter.com/VinDollar016/status/988836602054103040Â â¦,1
801629,"It's always the people who don't deal with anxiety & depression, speaking on ANXIETY & DEPRESSION. STFU ! <Emoji: Unamused face>",1
801630,"These are just SOME of the benefits of NEURO AEROBICS!Strengthen Immune SystemReverse, heal and prevent depression, anxiety, panic disorders, OCD,etcPrevent or dramatically slow down the progression of Dementia, Alzheimers, and other neurological disorders.Expand business  pic.twitter.com/oW3x5nDmaF",1
801631,"Lonely millennials twice as likely to experience depression or anxiety, finds study  http://www.independent.co.uk/life-style/millennials-lonely-depression-anxiety-mental-health-odds-doubling-unemployed-study-a8319686.htmlÂ â¦",1
801632,"I worked for a producer, in Los Angeles who no matter where he was, would stop to go to the gym to swim.#HoldOnToYourVoice #HOMAGI #Caregiver #MentalHealth #Caregiving #Depression #MentalIllness #Caregivers #April #Wednesday #HumpDay #WellCaregiverWednesday #HOMAG",1
801633,"@Nice_White_Lady Not good, not in crisis mode or anything just yet but this weather isn't helping my depression.",1
801634,"@DeionSanders I changed my life with the help of football, saved it from depression and almost suicide. But today continue to help others",1
801635,1-800-273-8255 - suicide hotline877-226-3111 - addiction hotline844-228-2962 - eating disorder hotline877-455-0628 - self harm hotline888-640-5174 - depression hotlinemy dms - lonely thots hotlineshare this for someone who might really need these phone numbers,1
801636,Depression: You're worthless.Anxiety: Cool so let's overanalyze your worthlessness!My brain:  pic.twitter.com/I9PTgG1kTV,1
801637,depression cured  https://twitter.com/baekfiring/status/982638068711616512Â â¦,1
801638,"as someone who has anxiety and depression, i can tell you now i do not need a seat",1
801639,"My memes are ironic, my depression is chronic",1
801640,@trinafraser Impaired is impaired & I'm feeling second class to workers that have been driving to work forced on pill cocktails causing depression to go down a couple of lunch beers like Prince or Elvis. Pros need a chemistry set & bigger budgets looking for evidence of impairment in 2018?,1
801641,I HAVE CRIPPLING DEPRESSION,1
801642,"Hell isn't a location, it's a state of mind. Anxiety, fear, and depression are your demons. At the center of your problems, you're the one pulling the strings.",1
801643,How exercising can slash the risk of depression  https://nyp.st/2vGw2KqÂ  via @nypost,1
801644,"@siftyboones @DenierNyc hair growth, abatement of depression, possible increase in PSA",1
801645,Idk if what I am feeling is anxiety or depression,1
801646,"#NYCDCC- In recognition of Children's Mental Health Awareness Week,"" the National Institute of Mental Health (""""NIMH"""") is hosting a Twitter chat to discuss teen depression. The chat will take place on Thur"", May 3, 3-4PM. Follow @NIMHgov for to join the conversation. #MENTALHEALTH",1
801647,@ErinMayeQuade Who's going to do the background checks? Suppose you can't get a gun because of your depression or autism or whatever. Universally ban weapons of war for all people.,1
801648,Partying with Depression Turned My Life Upside Down  https://noisey.vice.com/en_us/article/gyydb3/partying-with-depression-feature-berlin?utm_campaign=sharebuttonÂ â¦,1
801649,Anyways enough depression shit that no one cares about  pic.twitter.com/ST2Idyeig9,1
801650,"Anxiety, depression & pizza <Emoji: Slice of pizza>  https://twitter.com/baldbae/status/765732508004601860Â â¦",1
801651,"I want to get something off my chest. Firstly disclaimer: if you suffer from depression or suicidal thoughts, skip this thread. We will be back to our regularly scheduled programming soon.",1
801652,goodmorning to everyone except the depression that killed robin williams..,1
801653,"@earthmagickfarm @ayanatheoracle Probably quite the opposite: if you cured your depression,  that wasn't depression.",1
801654,Depression and anxiety can be isolating#peersupport can help through the tough timesTwo support groups meetevery Thursday in #PrestonWhen? Where?Take a look <Emoji: Down pointing backhand index>No need to book Just come along - they're a friendly bunch <Emoji: Smiling face> https://twitter.com/peer_talk/status/988665076470214661Â â¦,1
801655,@mccordsbutera you got this love! you're stronger than depression. i have faith in you!! ily â¡,1
801656,"Considered as one of the hottest place on Earth, Ethiopia's Danakil depression environnement could shed light on possibility of life on Mars, Titan and nuclear waste sites.#science #astrobiology #mars #tourism #Wednesdaywisdom https://www.astrobio.net/also-in-news/extreme-environment-of-danakil-depression-sheds-light-on-mars-titan-and-nuclear-waste/Â â¦ pic.twitter.com/owtREVn1VY",1
801657,After witnessing so much injustice and suffering eventually that leads to depression,1
801658,I'm sure my liver is stoked I'm not taking my depression out on him anymore.,1
801659,"@thebtsmutuals @iammcjin If you want to listen to music that speaks about social issues, the government, depression & Korean culture, I suggest BTS. If you are interested in broadening your mind with meaningful lyrics inspired by books & theory please give them a listen. You will learn plenty. @BTS_twt",1
801660,resentment that turned into a deep depression,1
801661,I CAN SMELL YOUR DEPRESSION,1
801662,Overwhelmed (Week 4): Depression  https://vimeo.com/266208761?ref=fb-shareÂ â¦,1
801663,"Why Us? Because Suicide, Depression and Addiction Aren't Selective...  http://thedirectiondiva.com/us-suicide-depression-addiction-arent-selective/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPostÂ â¦ #MilitarySpouse #Success",1
801664,the depression paradox: you spend twice as long in bed but have half the motivation to wash your bed sheets,1
801665,@BienSur_JeTaime Thanks. After a year of abuse at my old job & 18 months of worthlessness due to depression & unemployment I've done a complete 180.,1
801666,"And when my depression was at its peak, I was abandoned by them. I was heartbroken, terrified, and I blamed it all on myself. I didn't know if I'd surviveBut when I thought all was lost, someone very dear to me introduced me to this circle. Almost immediately, I felt /4",1
801667,"We've got heat on the way!<Emoji: Fire><Emoji: Fire><Emoji: Fire>We're talking to @TheSADAG about student mental health after new data reveals a quarter of South African's suffer from depression. We've also got the new @SunELMusician track, and we're testing @YouTube's fake news detection capabilities pic.twitter.com/FBBPNZlRQm",1
801668,"@WaysMeansCmte @RepJohnLarson @stevenwaite2 No there was a stock mkt crash the Depression was caused by Govt tax & spend not working for 20 yrs. Had they cut Govt, the Free Mkt & Individual Liberty, like under Coolidge, would have recovered much sooner",1
801669,"@ExportedSocks Idk if i've gone through depression, but I did feel a lot of emotional pain before so I watched tv and spoke with friends. Granted I didn't leave bed for 3 days but yeah i just used distractions",1
801670,"Hi. I would like your advice. I had a relapse, of depression. And this time, it was so bad I skipped my prayers. And I didn't f... â Hi!Have you consult a professional in regards to your depression? If you have not, please do......  https://curiouscat.me/rayhanburhan/post/427164775?1524661169Â â¦",1
801671,my depression has suddenly been cured  pic.twitter.com/PMcMtwBRYD,1
801672,Vitamin B12 deficiency can cause memory loss or depression: How to check your levels  http://shr.gs/WZPuzElÂ ,1
801673,Depression works very much like this.*minor inconvenience/stressful situation happens*My brain: *banging pots together* DEATH DEATH DEATH DEATH DEATH DEATH!,1
801674,Real Talk #Kanye has never pulled himself fully from the depression he suffered when he mum passed..then marrying into a drama filled Kardashian family didn't help matters..  https://twitter.com/1juan_contreras/status/989126180585525248Â â¦,1
801675,"@DrPsyBuffy 1 class of 25 - 1 hospital- based eating disorder treatment, 1 in the hospital to re-establish bipolar meds, 1 witnessed 2 murders recently, 1 suspected brain tumor, plus the those with the usual issues, depression, anxiety...",1
801676,I just woke up and I'm already thinking about taking a depression nap,1
801677,@nypost @Nilkski_ Next they're gonna say porn cures depression lmao,1
801678,Engaging in physical activity decreases people's chance of developing depression  https://medicalxpress.com/news/2018-04-engaging-physical-decreases-people-chance.htmlÂ â¦ via @medical_xpress,1
801679,Depression and WANIMA,1
801680,Depression is the hell inside of me and it eats me up daily.,1
801681,Depression intensifies,1
801682,More Than 1 in 20 US Children & Teens Have #Anxiety Or #Depression  https://bit.ly/2FffDMRÂ @PsychToday @WalshResearch @mercola @foundmyfitness @ClevelandClinic @AmerMedicalAssn pic.twitter.com/jZk1hAIEyA,1
801683,Doc @giasison how to treat depression po? And how to fight it?,1
801684,Republican policies and ideology brought the world to the brink of a severe depression and mired us in a deep recession. THEN they had the AUDACITY to do whatever in their power to obstruct the Obama administration to lead us out. #BULLSHIT #MorningJoe,1
801685,Good morning to everyone except the people that told me Jesus would fix my depression if I let him. (I'm going to a therapist for the first time today),1
801686,Post concert depression is a thing and it is a thing that I am experiencing very strongly.,1
801687,we did a depression test today in psychology class and guess what 18/30 students in the class has depression,1
801688,Lol my depression is hitting me hard,1
801689,I ain't stressing bitch ain't no depression <Emoji: Hundred points symbol>,1
801690,Depression came back,1
801691,"@Michellebudd If their is a point beyond depression and anger but short of suicide and murder, that's where we find ourselves.",1
801692,Funny how depression can be cool,1
801693,Sign up today to join countless others in lifting stigma for women suffering from an mmh disorder like postpartum depression. Let's be some serious light out there for those moms suffering in darkness!  https://www.facebook.com/DarkSideOfTheFullMoon/posts/1284836754953259Â â¦,1
801694,@Independent Depression kills animals to,1
801695,Sometimes depression looks like not being able to get out of the bed. #KnowTheSigns,1
801696,quizzes depression no sex fucking the cheerleaders jackie nude elizabeth berkley nude photos home sex   pic.twitter.com/u2D1OZAOmz,1
801697,"@tehonlyreasonn 'You have both helped me so much with my depression. Dan, your incredible video and philosophical outlook on life, and Phil your unwavering positivity. You both mean so much to me and to a lot of people, never forget how much good you are doing in the world <Emoji: Heavy red heart> -Kira' +",1
801698,@johnredwood @joeldaw @Orionis_Beta Wherever else he did there is good evidence that he should take considerable credit for preventing total international banking collapse & a resulting economic depression of epic proportion!,1
801699,#Science Says People Who Burn Frankincense Are Less Likely To Suffer From #Depression http://bit.ly/1SJ3NhhÂ  pic.twitter.com/9IvbFCmSId,1
801700,distant myself for it then dwell on my misery and trigger my depression not that I have being happy or feeling good about myself these past days . So yeah I wanna take a break from it all and just spend time doing stuff I like/love,1
801701,word of the day is depression,1
801702,@BruniCFC Says an alpha male. I was talking about Chelsea giving me depression.,1
801703,"Took the day off tomorrow because... 1. Seasonal depression is lifting, BUT I'm so easily triggered right now that I need space (& empty house WOO!)2. I keep busting my pants because my ass too fat sooo I need to shop<Emoji: Face with tears of joy><Emoji: Loudly crying face>(I wish!)3. I'm taking myself on a date <Emoji: Hugging face>",1
801704,-- made her sad. She had no one to talk to about it. That caused her to go into depression.,1
801705,i had the worst mood drop then i ate a shit ton of sandwiches and my depression is gone,1
801706,"New2Trip: Depression Induced by Total Mastectomy, Breast Conserving Surgery & Breast Reconstruction: Systematic â¦  http://bit.ly/2K7B8TaÂ ",1
